id,name,reactants,products,modifiers
rnR09265,[],"[['7,9,12-Octaketide intermediate 2']]","[['7,9,12-Octaketide intermediate 3']]","[['actVII', 'aromatase']]"
rnR09262,[],"[['7,9,12-Octaketide intermediate 1']]","[['7,9,12-Octaketide intermediate 2']]","[['actIII, oxyJ, snoaD, aknA', 'ketoreductase']]"
rnR06642,[],"[['18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[acp]']]","[['C-9 Reduced nonaketamide', '18-Carbamoyl-9-hydroxy-3,5,7,11,13,15,17-octaoxo-octadecanoyl-[acp]']]","[['actIII, oxyJ, snoaD, aknA', 'ketoreductase']]"
rnR09187,[],"[['C-9 Reduced nonaketamide', '18-Carbamoyl-9-hydroxy-3,5,7,11,13,15,17-octaoxo-octadecanoyl-[acp]']]",[['Nonaketamide monocyclic intermediate']],"[['oxyK', 'bifunctional cyclase/aromatase']]"
