id,name,reactants,products,modifiers
rnR06629,[],[['dTDP-L-4-oxovancosamine']],"[['dTDP-L-epivancosamine', 'dTDP-beta-L-4-epi-vancosamine', 'dTDP-3-amino-2,3,6-trideoxy-3-methyl-beta-L-arabino-hexopyranose']]","[['evaE', 'reductase EvaE']]"
rnR06624,"['3,5-dihydroxyphenylacetyl-CoA:oxygen oxidoreductase (3,5-dihydroxyphenylglyoxylate-forming)']","[['3,5-Dihydroxyphenylacetyl-CoA']]","[['3,5-Dihydroxyphenylglyoxylate', '2-(3,5-Dihydroxyphenyl)-2-oxoacetate']]","[['dpgC', '(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase']]"
rnR06632,['4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)'],"[['3-(4-Hydroxyphenyl)pyruvate', '4-Hydroxyphenylpyruvate', 'p-Hydroxyphenylpyruvic acid']]","[['(S)-4-Hydroxymandelate', '(S)-2-Hydroxy-2-(4-hydroxyphenyl)acetate', 'L-4-Hydroxymandelate', 'L-p-Hydroxymandelate']]","[['hmaS, nocF', '4-hydroxymandelate synthase']]"
rnR06626,[],"[['L-Tyrosine', '(S)-3-(p-Hydroxyphenyl)alanine', '(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid', 'Tyrosine'], ['4-Hydroxyphenylglyoxylate', '4-Hydroxybenzoylformate', '4-Hydroxyphenylglyoxylic acid', '2-(4-Hydroxyphenyl)-2-oxoacetate']]","[['3-(4-Hydroxyphenyl)pyruvate', '4-Hydroxyphenylpyruvate', 'p-Hydroxyphenylpyruvic acid'], ['L-4-Hydroxyphenylglycine']]","[['hpgT, nocG', '(S)-3,5-dihydroxyphenylglycine transaminase']]"
rnR06627,[],"[['dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose', 'dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose', 'dTDP-3-amino-4-oxo-2,3,6-trideoxy-D-glucose']]","[['dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose']]","[['evaC', 'methylation protein EvaC']]"
rnR06631,"['dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose:2-oxoglutarate aminotransferase']","[['dTDP-3,4-dioxo-2,6-dideoxy-D-glucose', 'dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose']]","[['dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose', 'dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose', 'dTDP-3-amino-4-oxo-2,3,6-trideoxy-D-glucose']]","[['evaB, megDII, angB, staI', 'dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase']]"
rnR05518,"['dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming)']","[['dTDP-4-oxo-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose', 'dTDP-4-oxo-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-galactose', 'dTDP-4-dehydro-6-deoxy-D-galactose', 'dTDP-6-deoxy-D-xylo-hexos-4-ulose', 'dTDP-6-deoxy-D-xylo-4-hexulose', '4,6-Dideoxy-4-oxo-dTDP-D-glucose']]","[['dTDP-3,4-dioxo-2,6-dideoxy-D-glucose', 'dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose']]","[['evaA, eryBVI, tylCVI, tylX3, staJ', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase']]"
rnR06513,"['dTDPglucose 4,6-hydro-lyase']","[['dTDP-glucose', 'dTDP-D-glucose', 'dTDP-alpha-D-glucose']]","[['dTDP-4-oxo-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose', 'dTDP-4-oxo-6-deoxy-alpha-D-glucose', 'dTDP-4-dehydro-6-deoxy-alpha-D-galactose', 'dTDP-4-dehydro-6-deoxy-D-galactose', 'dTDP-6-deoxy-D-xylo-hexos-4-ulose', 'dTDP-6-deoxy-D-xylo-4-hexulose', '4,6-Dideoxy-4-oxo-dTDP-D-glucose']]","[['rfbB, rmlB, rffG', 'dTDP-glucose 4,6-dehydratase']]"
rnR06628,"['dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose 5-epimerase']","[['dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose']]",[['dTDP-L-4-oxovancosamine']],"[['evaD, eryBVII, aveBV, megDIV, staE', '5-epimerase']]"
rnR06633,['(S)-4-hydroxymandelate:oxygen 1-oxidoreductase'],"[['(S)-4-Hydroxymandelate', '(S)-2-Hydroxy-2-(4-hydroxyphenyl)acetate', 'L-4-Hydroxymandelate', 'L-p-Hydroxymandelate']]","[['4-Hydroxyphenylglyoxylate', '4-Hydroxybenzoylformate', '4-Hydroxyphenylglyoxylic acid', '2-(4-Hydroxyphenyl)-2-oxoacetate']]","[['hmo, nocN', '4-hydroxymandelate oxidase']]"
rnR06634,"['(S)-3,5-dihydroxyphenylglycine:2-oxoglutarate aminotransferase']","[['3,5-Dihydroxyphenylglyoxylate', '2-(3,5-Dihydroxyphenyl)-2-oxoacetate']]","[['3,5-Dihydroxy-phenylglycine', 'L-3,5-Dihydroxyphenylglycine', '(S)-3,5-Dihydroxyphenylglycine']]","[['hpgT, nocG', '(S)-3,5-dihydroxyphenylglycine transaminase']]"
rnR06625,"['malonyl-CoA:malonyl-CoA malonyltransferase (3,5-dihydroxyphenylacetyl-CoA-forming)']","[['Malonyl-CoA', 'Malonyl coenzyme A']]","[['3,5-Dihydroxyphenylacetyl-CoA']]","[['dpgA', '3,5-dihydroxyphenylacetyl-CoA synthase']]"
rnR06630,[],[['dTDP-L-4-oxovancosamine']],"[['dTDP-L-vancosamine', 'dTDP-beta-L-vancosamine']]","[['vcaE', 'reductase VcaE']]"
