id,name,reactants,products,modifiers
rnR07703,"['1,2-dihydrophthalic acid:NAD+ oxidoreductase']","[['1,2-Dihydrophthalic acid', 'Cyclohexa-3,5-diene-1,2-dicarboxylate']]","[['Phthalate', 'o-Phthalic acid', '1,2-Benzenedicarboxylic acid']]","[['todD, tcbB', 'cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase']]"
rnR07705,"['anthracene cis-1,2-dihydrodiol:NAD+ 1,2-oxidoreductase']","[['Anthracene-cis-1,2-dihydrodiol', 'cis-1,2-Dihydroanthracene-1,2-diol']]","[['1,2-Anthracenediol']]","[['nahB, doxE', 'cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase']]"
rnR07704,"['anthracene,NADH:oxygen oxidoreductase (1,2-hydroxylating)']",[['Anthracene']],"[['Anthracene-cis-1,2-dihydrodiol', 'cis-1,2-Dihydroanthracene-1,2-diol']]","[['nahAc, ndoB, nbzAc, dntAc', 'naphthalene 1,2-dioxygenase subunit alpha']]"
rnR05649,[],[['1-Hydroxy-2-naphthaldehyde']],"[['1-Hydroxy-2-naphthoate', '1-Hydroxy-2-naphthoic acid', '1-Naphthol-2-carboxylic acid']]","[['nidD', 'aldehyde dehydrogenase']]"
rnR05643,['2-formylbenzoate:NAD+ oxidoreductase'],"[['2-Carboxybenzaldehyde', 'Phthalaldehydic acid', 'o-Formylbenzoic acid', '2-Formylbenzoic acid', '2-Formylbenzoate']]","[['Phthalate', 'o-Phthalic acid', '1,2-Benzenedicarboxylic acid']]","[['phdK', '2-formylbenzoate dehydrogenase']]"
rnR05632,"['1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)']","[['1-Hydroxy-2-naphthoate', '1-Hydroxy-2-naphthoic acid', '1-Naphthol-2-carboxylic acid']]","[['Naphthalene-1,2-diol', '1,2-Naphthalenediol', 'beta-Naphthohydroquinone', '1,2-Dihydroxynaphthalene']]","[['E1.14.13.1', 'salicylate hydroxylase']]"
rnR07713,['(3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate 2-formylbenzoate-lyase (pyruvate-forming)'],"[['(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate', ""cis-2'-Carboxybenzalpyruvate""]]","[['2-Carboxybenzaldehyde', 'Phthalaldehydic acid', 'o-Formylbenzoic acid', '2-Formylbenzoic acid', '2-Formylbenzoate']]","[['phdJ', '4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase']]"
rnR04151,"['(+)-cis-3,4-dihydrophenanthrene-3,4-diol:NAD+ 3,4-oxidoreductase']","[['(+)-cis-3,4-Dihydrophenanthrene-3,4-diol', 'cis-3,4-Dihydroxy-3,4-dihydrophenanthrene']]","[['Phenanthrene-3,4-diol', '3,4-Dihydroxyphenanthrene']]","[['phdE', 'cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase']]"
rnR05648,[],"[[""cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate""]]",[['1-Hydroxy-2-naphthaldehyde']],"[['phdG', 'hydratase-aldolase']]"
rnR05843,[],"[['Phenanthrene', 'Phenanthracene']]","[['(+)-cis-3,4-Dihydrophenanthrene-3,4-diol', 'cis-3,4-Dihydroxy-3,4-dihydrophenanthrene']]","[['nidA', 'PAH dioxygenase large subunit']]"
rnR05650,[],"[['Phenanthrene-3,4-diol', '3,4-Dihydroxyphenanthrene']]",[['2-Hydroxy-2H-benzo[h]chromene-2-carboxylate']],"[['phdF', 'extradiol dioxygenase']]"
rnR07657,"['1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)']","[['1-Hydroxy-2-naphthoate', '1-Hydroxy-2-naphthoic acid', '1-Naphthol-2-carboxylic acid']]","[['(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate', ""cis-2'-Carboxybenzalpyruvate""]]","[['phdI', '1-hydroxy-2-naphthoate dioxygenase']]"
rnR00818,"['salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)']","[['Salicylate', 'o-Hydroxybenzoic acid', 'Salicylic acid']]","[['Catechol', '1,2-Benzenediol', 'o-Benzenediol', '1,2-Dihydroxybenzene', 'Brenzcatechin', 'Pyrocatechol']]","[['E1.14.13.1', 'salicylate hydroxylase']]"
rnR09162,"['cis-4,5-dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase']","[['cis-4,5-Dihydroxy-4,5-dihydropyrene', 'cis-4,5-Dihydro-4,5-pyrenediol']]","[['4,5-Dihydroxypyrene']]","[['nahB, doxE', 'cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase']]"
rnR09159,[],"[['Benzo[a]pyrene', 'Benzpyrene']]","[['Benzo[a]pyrene-cis-9,10-dihydrodiol']]","[['nahAc, ndoB, nbzAc, dntAc', 'naphthalene 1,2-dioxygenase subunit alpha']]"
rnR09183,[],"[['Benzo[a]pyrene-cis-9,10-dihydrodiol']]","[['9,10-Dihydroxybenzo[a]pyrene', 'Benzo[a]pyrene-9,10-diol']]","[['nahB, doxE', 'cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase']]"
