id,name,reactants,products,modifiers
rnR05910,[],"[['Tn antigen', 'CD175', '(GalNAc)1 (Ser/Thr)1']]",[['(GalNAc)1 (GlcNAc)1 (Ser/Thr)1']],"[['beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase', 'O-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I', 'beta6-N-acetylglucosaminyltransferase', 'uridine diphosphoacetylglucosamine-mucin beta-(1->6)-acetylglucosaminyltransferase', 'core 2 acetylglucosaminyltransferase', 'core 6-beta-GlcNAc-transferase A', 'UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosamine of beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R) beta-1,6-N-acetyl-D-glucosaminyltransferase', 'GCNT1', 'GCNT3', 'UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosamine of beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R) 6-beta-N-acetyl-D-glucosaminyltransferase'], ['acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase', 'O-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IV', 'uridine diphosphoacetylglucosamine-mucin beta(1->6)-acetylglucosaminyltransferase B', 'core 4 beta6-GalNAc-transferase', 'core 6beta-GalNAc-transferase B', 'UDP-N-acetyl-D-glucosamine:O-oligosaccharide-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosamine of N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminyl-R) beta-1,6-N-acetyl-D-glucosaminyltransferase']]"
rnR05914,[],"[['Sialyl T antigen', '(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1']]",[['(Gal)1 (GalNAc)1 (Neu5Ac)2 (Ser/Thr)1']],"[['alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetylgalactosaminide 6-alpha-sialyltransferase', 'sialyltransferase', 'cytidine monophosphoacetylneuraminate-(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide-alpha-2,6-sialyltransferase', 'alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase', 'SIAT7', 'ST6GALNAC', '(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase', 'CMP-N-acetylneuraminate:(alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3)-N-acetyl-D-galactosaminide alpha-2,6-N-acetylneuraminyl-transferase'], ['alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase'], ['alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase']]"
rnR05911,[],"[['Tn antigen', 'CD175', '(GalNAc)1 (Ser/Thr)1']]","[['Sialyl-Tn antigen', '(GalNAc)1 (Neu5Ac)1 (Ser/Thr)1']]","[['alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase']]"
rnR05913,[],"[['Thomsen-Friedenreich antigen', 'T antigen', '(Gal)1 (GalNAc)1 (Ser/Thr)1']]","[['Sialyl T antigen', '(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1']]","[['beta-galactoside alpha-2,3-sialyltransferase', 'CMP-N-acetylneuraminate:beta-D-galactoside alpha-2,3-N-acetylneuraminyl-transferase']]"
rnR05909,[],"[['Tn antigen', 'CD175', '(GalNAc)1 (Ser/Thr)1']]",[['(GalNAc)1 (GlcNAc)1 (Ser/Thr)1']],"[['acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase', 'O-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III', 'uridine diphosphoacetylglucosamine-mucin beta(1->3)-acetylglucosaminyltransferase', 'mucin core 3 beta3-GlcNAc-transferase', 'Core 3beta-GlcNAc-transferase', 'UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosaminyl-R) beta-1,3-N-acetyl-D-glucosaminyltransferase', 'UDP-N-acetyl-D-glucosamine:N-acetyl-beta-D-galactosaminyl-R 3-beta-N-acetyl-D-glucosaminyltransferase (incorrect)']]"
rnR05907,[],"[['UDP-N-acetyl-D-galactosamine', 'UDP-N-acetylgalactosamine', '(UDP-GalNAc)1'], ['[Protein]-L-serine', 'Protein serine', 'Protein L-serine']]","[['Tn antigen', 'CD175', '(GalNAc)1 (Ser/Thr)1']]","[['polypeptide N-acetylgalactosaminyltransferase', 'protein-UDP acetylgalactosaminyltransferase', 'UDP-GalNAc:polypeptide N-acetylgalactosaminyl transferase', 'UDP-N-acetylgalactosamine:kappa-casein polypeptide N-acetylgalactosaminyltransferase', 'uridine diphosphoacetylgalactosamine-glycoprotein acetylgalactosaminyltransferase', 'glycoprotein acetylgalactosaminyltransferase', 'polypeptide-N-acetylgalactosamine transferase', 'UDP-acetylgalactosamine-glycoprotein acetylgalactosaminyltransferase', 'UDP-acetylgalactosamine:peptide-N-galactosaminyltransferase', 'UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase', 'UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase', 'UDP-N-acetylgalactosamine-glycoprotein N-acetylgalactosaminyltransferase', 'UDP-N-acetylgalactosamine-protein N-acetylgalactosaminyltransferase', 'UDP-N-acetylgalactosamine:polypeptide N-acetylgalactosaminyltransferase', 'UDP-N-acetylgalactosamine:protein N-acetylgalactosaminyl transferase', 'ppGalNAc-T', 'UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyl-transferase']]"
rnR05908,[],"[['Tn antigen', 'CD175', '(GalNAc)1 (Ser/Thr)1']]","[['Thomsen-Friedenreich antigen', 'T antigen', '(Gal)1 (GalNAc)1 (Ser/Thr)1']]","[['N-acetylgalactosaminide beta-1,3-galactosyltransferase', 'glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase', 'uridine diphosphogalactose-mucin beta-(1->3)-galactosyltransferase', 'UDP-galactose:glycoprotein-N-acetyl-D-galactosamine 3-beta-D-galactosyltransferase', 'UDP-Gal:alpha-D-GalNAc-1,3-alpha-D-GalNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase', 'wbnJ (gene name)', 'wbiP (gene name)', 'C1GALT1 (gene name)', 'UDP-alpha-D-galactose:glycoprotein-N-acetyl-D-galactosamine 3-beta-D-galactosyltransferase']]"
rnR05912,[],"[['Thomsen-Friedenreich antigen', 'T antigen', '(Gal)1 (GalNAc)1 (Ser/Thr)1']]",[['(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1']],"[['beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase', 'O-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I', 'beta6-N-acetylglucosaminyltransferase', 'uridine diphosphoacetylglucosamine-mucin beta-(1->6)-acetylglucosaminyltransferase', 'core 2 acetylglucosaminyltransferase', 'core 6-beta-GlcNAc-transferase A', 'UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosamine of beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R) beta-1,6-N-acetyl-D-glucosaminyltransferase', 'GCNT1', 'GCNT3', 'UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to N-acetyl-D-galactosamine of beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R) 6-beta-N-acetyl-D-glucosaminyltransferase']]"
rnR12704,[],"[['Thomsen-Friedenreich antigen', 'T antigen', '(Gal)1 (GalNAc)1 (Ser/Thr)1']]",[['(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1']],"[['alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase']]"
