id,name,reactants,products,modifiers
rnR00533,['sulfite:oxygen oxidoreductase'],"[['Sulfite', 'Sulfurous acid']]","[['Sulfate', 'Sulfuric acid']]",[['sulfite oxidase']]
rnR00528,['sulfite:ferricytochrome-c oxidoreductase'],"[['Sulfite', 'Sulfurous acid']]","[['Sulfate', 'Sulfuric acid']]","[['sulfite dehydrogenase (cytochrome)', 'sulfite cytochrome c reductase', 'sulfite-cytochrome c oxidoreductase', 'sulfite oxidase (ambiguous)', 'sulfite dehydrogenase (ambiguous)', 'sorAB (gene names)']]"
rnR00858,['hydrogen-sulfide:NADP+ oxidoreductase'],"[['Hydrogen sulfide', 'Hydrogen-sulfide', 'H2S', 'Sulfide']]","[['Sulfite', 'Sulfurous acid']]","[['assimilatory sulfite reductase (NADPH)', 'sulfite reductase (NADPH)', 'sulfite (reduced nicotinamide adenine dinucleotide phosphate) reductase', 'NADPH-sulfite reductase', 'NADPH-dependent sulfite reductase', 'H2S-NADP oxidoreductase', 'sulfite reductase (NADPH2)', 'MET5 (gene name)', 'MET10 (gene name)', 'cysI (gene name)', 'cysJ (gene name)']]"
rnR00861,"['[DsrC protein]-trisulfide,NAD+ oxidoreductase (sulfite-forming)']","[['Sulfite', 'Sulfurous acid']]",[['Protein-trisulfide']],"[['dissimilatory sulfite reductase system', 'siroheme sulfite reductase', 'DsrABL', 'hydrogen-sulfide:(acceptor) oxidoreductase (incorrect)'], ['dissimilatory sulfite reductase system', 'siroheme sulfite reductase', 'DsrABL', 'hydrogen-sulfide:(acceptor) oxidoreductase (incorrect)']]"
rnR00859,['hydrogen-sulfide:ferredoxin oxidoreductase'],"[['Hydrogen sulfide', 'Hydrogen-sulfide', 'H2S', 'Sulfide']]","[['Sulfite', 'Sulfurous acid']]","[['assimilatory sulfite reductase (ferredoxin)', 'ferredoxin-sulfite reductase', 'SIR (gene name)', 'sulfite reductase (ferredoxin)']]"
rnR00529,['ATP:sulfate adenylyltransferase'],"[['Sulfate', 'Sulfuric acid']]","[['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]]","[['sulfate adenylyltransferase', 'ATP-sulfurylase', ""adenosine-5'-triphosphate sulfurylase"", 'adenosinetriphosphate sulfurylase', 'adenylylsulfate pyrophosphorylase', 'ATP sulfurylase', 'ATP-sulfurylase', 'sulfurylase']]"
rnR00530,['ADP:sulfate adenylyltransferase'],"[['Sulfate', 'Sulfuric acid']]","[['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]]","[['sulfate adenylyltransferase (ADP)', 'ADP-sulfurylase', 'sulfate (adenosine diphosphate) adenylyltransferase', 'adenosine diphosphate sulfurylase']]"
rnR00531,['adenylylsulfate sulfohydrolase'],"[['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]]","[['Sulfate', 'Sulfuric acid']]","[['adenylylsulfatase', 'adenosine 5-phosphosulfate sulfohydrolase', 'adenylylsulfate sulfohydrolase']]"
rnR00509,"[""ATP:adenylylsulfate 3'-phosphotransferase""]","[['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]]","[[""3'-Phosphoadenylyl sulfate"", ""3'-Phosphoadenosine 5'-phosphosulfate"", ""3'-Phospho-5'-adenylyl sulfate"", 'PAPS']]","[['adenylyl-sulfate kinase', 'adenylylsulfate kinase (phosphorylating)', ""5'-phosphoadenosine sulfate kinase"", ""adenosine 5'-phosphosulfate kinase"", 'adenosine phosphosulfate kinase', 'adenosine phosphosulfokinase', ""adenosine-5'-phosphosulfate-3'-phosphokinase"", 'APS kinase']]"
rnR00508,"[""3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase""]","[[""3'-Phosphoadenylyl sulfate"", ""3'-Phosphoadenosine 5'-phosphosulfate"", ""3'-Phospho-5'-adenylyl sulfate"", 'PAPS']]","[['Adenylyl sulfate', ""Adenosine 5'-phosphosulfate"", 'APS', ""5'-Adenylyl sulfate""]]","[[""3'(2'),5'-bisphosphate nucleotidase"", ""phosphoadenylate 3'-nucleotidase"", ""3'-phosphoadenylylsulfate 3'-phosphatase"", ""3'(2'),5'-bisphosphonucleoside 3'(2')-phosphohydrolase""]]"
