id,name,reactants,products,modifiers
rnR05333,"['phospholipid:1,2-diacyl-sn-glycerol O-acyltransferase']","[['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['Triacylglycerol', 'Triglyceride']]","[['phospholipid:diacylglycerol acyltransferase', 'PDAT']]"
rnR05775,['UDP-6-sulfo-6-deoxyglucose sulfohydrolase'],"[['UDP-glucose', 'UDPglucose', 'UDP-D-glucose', 'Uridine diphosphate glucose', 'UDP-alpha-D-glucose']]",[['UDP-6-sulfoquinovose']],"[['UDP-sulfoquinovose synthase', 'sulfite:UDP-glucose sulfotransferase', 'UDPsulfoquinovose synthase', 'UDP-6-sulfo-6-deoxyglucose sulfohydrolase']]"
rnR04469,"['UDP-alpha-D-galactose:1,2-diacyl-3-beta-D-galactosyl-sn-glycerol 6-alpha-D-galactosyltransferase']","[['1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol', 'D-Galactosyldiacylglycerol', '3-beta-D-Galactosyl-1,2-diacylglycerol', 'Monogalactosyldiglyceride', 'Monogalactosyl-diacylglycerol', 'MGDG', 'Galbeta1->3acyl2Gro', '3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol', '1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol']]","[['Digalactosyl-diacylglycerol', 'DGDG', 'Gal-alpha1->6Gal-beta1->3acyl2Gro', 'Galalpha1->6Galbeta1->3acyl2Gro', '1,2-Diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol', '3-[alpha-D-Galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol', '2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D-glycerol']]","[['digalactosyldiacylglycerol synthase', 'DGD1', 'DGD2', 'DGDG synthase (ambiguous)', 'UDP-galactose-dependent DGDG synthase', 'UDP-galactose-dependent digalactosyldiacylglycerol synthase', 'UDP-galactose:MGDG galactosyltransferase', 'UDP-galactose:3-(beta-D-galactosyl)-1,2-diacyl-sn-glycerol 6-alpha-galactosyltransferase']]"
rnR03468,"['CMP-N-acetylneuraminate:1,2-diacyl-3-beta-D-galactosyl-sn-glycerol N-acetylneuraminyltransferase']","[['1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol', 'D-Galactosyldiacylglycerol', '3-beta-D-Galactosyl-1,2-diacylglycerol', 'Monogalactosyldiglyceride', 'Monogalactosyl-diacylglycerol', 'MGDG', 'Galbeta1->3acyl2Gro', '3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol', '1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol']]","[['1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol']]","[['galactosyldiacylglycerol alpha-2,3-sialyltransferase']]"
rnR02250,['triacylglycerol acylhydrolase'],"[['Triacylglycerol', 'Triglyceride']]","[['Fatty acid'], ['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['triacylglycerol lipase', 'lipase (ambiguous)', 'butyrinase', 'tributyrinase', 'Tween hydrolase', 'steapsin', 'triacetinase', 'tributyrin esterase', 'Tweenase', 'amno N-AP', 'Takedo 1969-4-9', 'Meito MY 30', 'Tweenesterase', 'GA 56', 'capalase L', 'triglyceride hydrolase', 'triolein hydrolase', 'tween-hydrolyzing esterase', 'amano CE', 'cacordase', 'triglyceridase', 'triacylglycerol ester hydrolase', 'amano P', 'amano AP', 'PPL', 'glycerol-ester hydrolase', 'GEH', 'meito Sangyo OF lipase', 'hepatic lipase', 'lipazin', 'post-heparin plasma protamine-resistant lipase', 'salt-resistant post-heparin lipase', 'heparin releasable hepatic lipase', 'amano CES', 'amano B', 'tributyrase', 'triglyceride lipase', 'liver lipase', 'hepatic monoacylglycerol acyltransferase', 'PNLIP (gene name)', 'LIPF (gene name)']]"
rnR02251,"['acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase']","[['Acyl-CoA', 'Acyl coenzyme A'], ['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['Triacylglycerol', 'Triglyceride']]","[['diacylglycerol O-acyltransferase', 'diglyceride acyltransferase', '1,2-diacylglycerol acyltransferase', 'diacylglycerol acyltransferase', 'diglyceride O-acyltransferase', 'palmitoyl-CoA-sn-1,2-diacylglycerol acyltransferase', 'acyl-CoA:1,2-diacylglycerol O-acyltransferase']]"
rnR02691,"['UDP-alpha-D-galactose:1,2-diacyl-sn-glycerol 3-beta-D-galactosyltransferase']","[['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol', 'D-Galactosyldiacylglycerol', '3-beta-D-Galactosyl-1,2-diacylglycerol', 'Monogalactosyldiglyceride', 'Monogalactosyl-diacylglycerol', 'MGDG', 'Galbeta1->3acyl2Gro', '3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol', '1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol']]","[['monogalactosyldiacylglycerol synthase', 'uridine diphosphogalactose-1,2-diacylglycerol galactosyltransferase', 'UDP-galactose:diacylglycerol galactosyltransferase', 'MGDG synthase', 'UDP galactose-1,2-diacylglycerol galactosyltransferase', 'UDP-galactose-diacylglyceride galactosyltransferase', 'UDP-galactose:1,2-diacylglycerol 3-beta-D-galactosyltransferase', '1beta-MGDG', '1,2-diacylglycerol 3-beta-galactosyltransferase', 'UDP-galactose:1,2-diacyl-sn-glycerol 3-beta-D-galactosyltransferase']]"
rnR10850,"['UDP-alpha-D-glucose:1,2-diacyl-sn-glycerol 3-alpha-D-glucosyltransferase']","[['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol', '1,2-Diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol']]","[['1,2-diacylglycerol 3-alpha-glucosyltransferase', 'mgs (gene name)', 'UDP-glucose:diacylglycerol glucosyltransferase', 'UDP-glucose:1,2-diacylglycerol glucosyltransferase', 'uridine diphosphoglucose-diacylglycerol glucosyltransferase', 'UDP-glucose-diacylglycerol glucosyltransferase', 'UDP-glucose:1,2-diacylglycerol 3-D-glucosyltransferase', 'UDP-glucose:1,2-diacyl-sn-glycerol 3-D-glucosyltransferase', '1,2-diacylglycerol 3-glucosyltransferase (ambiguous)']]"
rnR02239,"['1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase']","[['Phosphatidate', 'Phosphatidic acid', '1,2-Diacyl-sn-glycerol 3-phosphate', '3-sn-Phosphatidate']]","[['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['phosphatidate phosphatase', 'phosphatic acid phosphatase', 'acid phosphatidyl phosphatase', 'phosphatic acid phosphohydrolase', 'PAP', 'Lipin']]"
rnR02687,"['1,2-diacyl-sn-glycerol acylhydrolase']","[['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['1-Acylglycerol', 'Glyceride', 'Monoglyceride', 'Monoacylglycerol', '1-Monoacylglycerol'], ['Fatty acid']]","[['triacylglycerol lipase', 'lipase (ambiguous)', 'butyrinase', 'tributyrinase', 'Tween hydrolase', 'steapsin', 'triacetinase', 'tributyrin esterase', 'Tweenase', 'amno N-AP', 'Takedo 1969-4-9', 'Meito MY 30', 'Tweenesterase', 'GA 56', 'capalase L', 'triglyceride hydrolase', 'triolein hydrolase', 'tween-hydrolyzing esterase', 'amano CE', 'cacordase', 'triglyceridase', 'triacylglycerol ester hydrolase', 'amano P', 'amano AP', 'PPL', 'glycerol-ester hydrolase', 'GEH', 'meito Sangyo OF lipase', 'hepatic lipase', 'lipazin', 'post-heparin plasma protamine-resistant lipase', 'salt-resistant post-heparin lipase', 'heparin releasable hepatic lipase', 'amano CES', 'amano B', 'tributyrase', 'triglyceride lipase', 'liver lipase', 'hepatic monoacylglycerol acyltransferase', 'PNLIP (gene name)', 'LIPF (gene name)']]"
