id,name,reactants,products,modifiers
rnR06941,['(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase'],[['(3S)-3-Hydroxyadipyl-CoA']],"[['3-Oxoadipyl-CoA', 'beta-Ketoadipyl-CoA']]","[['3-hydroxyacyl-CoA dehydrogenase', 'beta-hydroxyacyl dehydrogenase', 'beta-keto-reductase', '3-keto reductase', '3-hydroxyacyl coenzyme A dehydrogenase', 'beta-hydroxyacyl-coenzyme A synthetase', 'beta-hydroxyacylcoenzyme A dehydrogenase', 'beta-hydroxybutyrylcoenzyme A dehydrogenase', '3-hydroxyacetyl-coenzyme A dehydrogenase', 'L-3-hydroxyacyl coenzyme A dehydrogenase', 'L-3-hydroxyacyl CoA dehydrogenase', 'beta-hydroxyacyl CoA dehydrogenase', '3beta-hydroxyacyl coenzyme A dehydrogenase', '3-hydroxybutyryl-CoA dehydrogenase', 'beta-ketoacyl-CoA reductase', 'beta-hydroxy acid dehydrogenase', '3-L-hydroxyacyl-CoA dehydrogenase', '3-hydroxyisobutyryl-CoA dehydrogenase', '1-specific DPN-linked beta-hydroxybutyric dehydrogenase']]"
rnR06942,['(3S)-3-hydroxyacyl-CoA hydro-lyase'],"[['5-Carboxy-2-pentenoyl-CoA', '2,3-Didehydroadipyl-CoA']]",[['(3S)-3-Hydroxyadipyl-CoA']],"[['enoyl-CoA hydratase', 'enoyl hydrase', 'unsaturated acyl-CoA hydratase', 'beta-hydroxyacyl-CoA dehydrase', 'beta-hydroxyacid dehydrase', 'acyl coenzyme A hydrase', 'crotonase', 'crotonyl hydrase', '2-octenoyl coenzyme A hydrase', 'enoyl coenzyme A hydratase', '2-enoyl-CoA hydratase', 'short-chain enoyl-CoA hydratase', 'ECH', 'trans-2-enoyl-CoA hydratase', 'enoyl coenzyme A hydrase (D)', 'enoyl coenzyme A hydrase (L)', 'short chain enoyl coenzyme A hydratase', 'D-3-hydroxyacyl-CoA dehydratase', 'enol-CoA hydratase']]"
rnR02233,['cyclohexylamine:oxygen oxidoreductase (deaminating)'],"[['Cyclohexylamine', 'Cyclohexanamine']]",[['Cyclohexanone']],[['cyclohexylamine oxidase']]
rnR02564,['cyclohexylsulfamate sulfohydrolase'],"[['Cyclohexylsulfamate', 'Cyclohexylsulfamic acid', 'Cylamic acid', 'Cyclohexylamide sulfate']]","[['Cyclohexylamine', 'Cyclohexanamine']]","[['cyclamate sulfohydrolase', 'cyclamate sulfamatase', 'cyclamate sulfamidase', 'cyclohexylsulfamate sulfamidase']]"
rnR05771,['N-cyclohexylformamide hydro-lyase'],"[['Cyclohexyl isocyanide', 'N-Cyclohexylisocyanide', 'Cyclohexaneisonitrile']]",[['N-Cyclohexylformamide']],"[['cyclohexyl-isocyanide hydratase', 'isonitrile hydratase', 'N-cyclohexylformamide hydro-lyase']]"
rnR06945,[],[['Cyclohexane']],"[['Cyclohexanol', 'Hexalin', 'Hexahydrophenol', 'Cyclohexan-1-ol']]","[['alkane 1-monooxygenase', 'alkane 1-hydroxylase', 'omega-hydroxylase', 'fatty acid omega-hydroxylase', 'alkane monooxygenase', '1-hydroxylase', 'alkane hydroxylase']]"
rnR05099,['6-oxohexanoate:NADP+ oxidoreductase'],"[['Adipate semialdehyde', 'Hexan-1-one-6-carboxylate', '6-Oxohexanoate', '6-Oxohexanoic acid']]","[['Adipate', 'Adipic acid', 'Hexanedioate', 'Hexan-1,6-dicarboxylate', 'Hexanedioic acid']]","[['aldehyde dehydrogenase (NADP+)', 'NADP-acetaldehyde dehydrogenase', 'NADP-dependent aldehyde dehydrogenase', 'aldehyde dehydrogenase (NADP)'], ['6-oxohexanoate dehydrogenase']]"
rnR05283,['6-hydroxyhexanoate:NAD+ oxidoreductase'],"[['6-Hydroxyhexanoic acid', '6-Hydroxyhexanoate']]","[['Adipate semialdehyde', 'Hexan-1-one-6-carboxylate', '6-Oxohexanoate', '6-Oxohexanoic acid']]",[['6-hydroxyhexanoate dehydrogenase']]
rnR02229,['cyclohexanol:NAD+ oxidoreductase'],"[['Cyclohexanol', 'Hexalin', 'Hexahydrophenol', 'Cyclohexan-1-ol']]",[['Cyclohexanone']],"[['cyclopentanol dehydrogenase'], ['cyclohexanol dehydrogenase']]"
rnR05507,['6-aminohexanoate:2-oxogutarate aminotransferase'],"[['6-Aminohexanoate', '6-Aminohexanoic acid', 'Epsilcapramine', '6-Aminocaproic acid']]","[['Adipate semialdehyde', 'Hexan-1-one-6-carboxylate', '6-Oxohexanoate', '6-Oxohexanoic acid']]","[['6-aminohexanoate aminotransferase', 'nylD (gene name)']]"
rnR06621,[],"[['2-Hydroxycyclohexan-1-one', '2-Hydroxycyclohexanone', 'Adipoin']]","[['cis-1,2-Cyclohexanediol', 'cis-Cyclohexane-1,2-diol']]","[['cyclohexane-1,2-diol dehydrogenase']]"
rnR03278,['2-hydroxycyclohexan-1-one:NAD+ oxidoreductase'],"[['2-Hydroxycyclohexan-1-one', '2-Hydroxycyclohexanone', 'Adipoin']]","[['Cyclohexane-1,2-dione']]","[['cyclohexane-1,2-diol dehydrogenase']]"
rnR05100,"['cyclohexane-1,2-dione acylhydrolase (decyclizing)']","[['Cyclohexane-1,2-dione']]","[['Adipate semialdehyde', 'Hexan-1-one-6-carboxylate', '6-Oxohexanoate', '6-Oxohexanoic acid']]","[['cyclohexane-1,2-dione hydrolase', 'cyclohexane-1,2-dione acylhydrolase (decyclizing)']]"
rnR05231,['6-hydroxyhexanoate:NADP+ oxidoreductase'],"[['6-Hydroxyhexanoic acid', '6-Hydroxyhexanoate']]","[['Adipate semialdehyde', 'Hexan-1-one-6-carboxylate', '6-Oxohexanoate', '6-Oxohexanoic acid']]","[['alcohol dehydrogenase (NADP+)', 'aldehyde reductase (NADPH2)', 'NADP-alcohol dehydrogenase', 'NADP+-aldehyde reductase', 'NADP+-dependent aldehyde reductase', 'NADPH-aldehyde reductase', 'NADPH-dependent aldehyde reductase', 'nonspecific succinic semialdehyde reductase', 'ALR 1', 'low-Km aldehyde reductase', 'high-Km aldehyde reductase', 'alcohol dehydrogenase (NADP)']]"
rnR03751,['epsilon-caprolactone lactonohydrolase'],"[['epsilon-Caprolactone', '6-Hexanolide', '1-Oxa-2-oxocycloheptane', '2-Oxepanone', 'Hexano-6-lactone']]","[['6-Hydroxyhexanoic acid', '6-Hydroxyhexanoate']]","[['monoterpene epsilon-lactone hydrolase', 'MLH'], ['gluconolactonase', 'lactonase', 'aldonolactonase', 'glucono-delta-lactonase', 'gulonolactonase']]"
rnR02231,"['cyclohexanone,NADPH:oxygen oxidoreductase (6-hydroxylating 1,2-lactonizing)']",[['Cyclohexanone']],"[['epsilon-Caprolactone', '6-Hexanolide', '1-Oxa-2-oxocycloheptane', '2-Oxepanone', 'Hexano-6-lactone']]","[['cyclohexanone monooxygenase', 'cyclohexanone 1,2-monooxygenase', 'cyclohexanone oxygenase', 'cyclohexanone:NADPH:oxygen oxidoreductase (6-hydroxylating, 1,2-lactonizing)']]"
rnR03279,"['trans-cyclohexane-1,2-diol:NAD+ 1-oxidoreductase']","[['2-Hydroxycyclohexan-1-one', '2-Hydroxycyclohexanone', 'Adipoin']]","[['trans-1,2-Cyclohexanediol', 'trans-Cyclohexane-1,2-diol']]","[['cyclohexane-1,2-diol dehydrogenase']]"
rnR03448,"['1,8-diazacyclotetradecane-2,9-dione lactamhydrolase']","[['1,8-Diazacyclotetradecane-2,9-dione']]",[['N-(6-Aminohexanoyl)-6-aminohexanoate']],[['6-aminohexanoate-cyclic-dimer hydrolase']]
