id,name,reactants,products,modifiers
rnR02362,['pectin pectylhydrolase'],"[['Pectin', 'Poly(1,4-alpha-D-galacturonide)']]","[['Pectate', 'Pectic acid', 'alpha-D-Polygalacturonic acid', 'Poly(1,4-alpha-D-galacturonate)', 'Poly(1,4-alpha-D-galacturonate)(n)', '(1,4-alpha-D-Galacturonide)n', '[(1->4)-alpha-D-Galacturonosyl]n', 'De-esterified pectin', '(1,4-alpha-D-Galacturonosyl)n']]",[]
rnR02361,['(1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase'],"[['Pectate', 'Pectic acid', 'alpha-D-Polygalacturonic acid', 'Poly(1,4-alpha-D-galacturonate)', 'Poly(1,4-alpha-D-galacturonate)(n)', '(1,4-alpha-D-Galacturonide)n', '[(1->4)-alpha-D-Galacturonosyl]n', 'De-esterified pectin', '(1,4-alpha-D-Galacturonosyl)n']]","[['4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate', '4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate', 'Unsaturated digalacturonate']]",[]
rnR04382,['4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate lyase'],"[['4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate', '4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate', 'Unsaturated digalacturonate']]","[['5-Dehydro-4-deoxy-D-glucuronate', '4-Deoxy-L-threo-5-hexosulose uronate', '(4S,5R)-4,5-Dihydroxy-2,6-dioxohexanoate']]",[]
rnR04383,['5-dehydro-4-deoxy-D-glucuronate ketol-isomerase'],"[['5-Dehydro-4-deoxy-D-glucuronate', '4-Deoxy-L-threo-5-hexosulose uronate', '(4S,5R)-4,5-Dihydroxy-2,6-dioxohexanoate']]","[['(4S)-4,6-Dihydroxy-2,5-dioxohexanoate', '3-Deoxy-D-glycero-2,5-hexodiulosonate', '2,5-Diketo-3-deoxy-D-gluconate', '3-Deoxy-D-glycero-hexo-2,5-diulosonic acid']]",[]
rnR01542,['2-dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase'],"[['2-Dehydro-3-deoxy-D-gluconate', '2-Keto-3-deoxy-D-gluconate', '2-Dehydro-3-deoxy-D-gluconic acid']]","[['(4S)-4,6-Dihydroxy-2,5-dioxohexanoate', '3-Deoxy-D-glycero-2,5-hexodiulosonate', '2,5-Diketo-3-deoxy-D-gluconate', '3-Deoxy-D-glycero-hexo-2,5-diulosonic acid']]",[]
rnR02360,"['poly(1,4-alpha-D-galacturonate) glycanohydrolase']","[['Pectate', 'Pectic acid', 'alpha-D-Polygalacturonic acid', 'Poly(1,4-alpha-D-galacturonate)', 'Poly(1,4-alpha-D-galacturonate)(n)', '(1,4-alpha-D-Galacturonide)n', '[(1->4)-alpha-D-Galacturonosyl]n', 'De-esterified pectin', '(1,4-alpha-D-Galacturonosyl)n']]","[['Digalacturonate', 'Digalacturonic acid', 'alpha-D-Galacturonosyl-(1->4)-D-galacturonate']]",[]
rnR07413,[],"[['Digalacturonate', 'Digalacturonic acid', 'alpha-D-Galacturonosyl-(1->4)-D-galacturonate']]","[['D-Galacturonate', 'D-Galacturonic acid']]",[]
rnR01982,"['poly(1,4-alpha-D-galacturonate) galacturonohydrolase']","[['Pectate', 'Pectic acid', 'alpha-D-Polygalacturonic acid', 'Poly(1,4-alpha-D-galacturonate)', 'Poly(1,4-alpha-D-galacturonate)(n)', '(1,4-alpha-D-Galacturonide)n', '[(1->4)-alpha-D-Galacturonosyl]n', 'De-esterified pectin', '(1,4-alpha-D-Galacturonosyl)n']]","[['D-Galacturonate', 'D-Galacturonic acid']]",[]
rnR13198,[],"[['Digalacturonate', 'Digalacturonic acid', 'alpha-D-Galacturonosyl-(1->4)-D-galacturonate']]","[['4-Deoxy-L-threo-hex-4-enopyranuronate', '4,5-Unsaturated D-galacturonate', '4,5-Unsaturated D-glucuronate']]",[]
rnR13196,"['4,5-unsaturated pyranuronate lyase (ring-opening)']","[['4-Deoxy-L-threo-hex-4-enopyranuronate', '4,5-Unsaturated D-galacturonate', '4,5-Unsaturated D-glucuronate']]","[['5-Dehydro-4-deoxy-D-glucuronate', '4-Deoxy-L-threo-5-hexosulose uronate', '(4S,5R)-4,5-Dihydroxy-2,6-dioxohexanoate']]",[]
