id,name,reactants,products,modifiers
rnR10089,"[""D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase (glutamine-hydrolyzing)""]","[['L-Glutamine', 'L-2-Aminoglutaramic acid'], ['D-Glyceraldehyde 3-phosphate', '(2R)-2-Hydroxy-3-(phosphonooxy)-propanal', 'Glyceraldehyde 3-phosphate'], ['D-Ribose 5-phosphate', 'Ribose 5-phosphate']]","[['Pyridoxal phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal 5-phosphate', 'PLP']]","[['pdxS, pdx1', ""pyridoxal 5'-phosphate synthase pdxS subunit""]]"
rnR05838,"[""pyridoxine 5'-phosphate synthase""]","[['3-Amino-2-oxopropyl phosphate', '1-Amino-3-(phosphohydroxy)propan-2-one']]","[['Pyridoxine phosphate', ""Pyridoxine 5'-phosphate"", 'Pyridoxine 5-phosphate', ""Pyridoxol 5'-phosphate""]]","[['pdxJ', 'pyridoxine 5-phosphate synthase']]"
rnR05681,['NAD-dependent threonine 4-phosphate dehydrogenase'],"[['O-Phospho-4-hydroxy-L-threonine', '4-(Phosphonooxy)-threonine', '4-(Phosphonooxy)-L-threonine', '4-Phosphooxy-L-threonine']]","[['2-Amino-3-oxo-4-phosphonooxybutyrate', 'L-2-Amino-3-oxo-4-phosphonooxybutyrate', '(2S)-2-Amino-3-oxo-4-phosphonooxybutanoate']]","[['pdxA', '4-hydroxythreonine-4-phosphate dehydrogenase']]"
rnR05086,['O-phospho-4-hydroxy-L-threonine phospho-lyase (adding water)'],"[['O-Phospho-4-hydroxy-L-threonine', '4-(Phosphonooxy)-threonine', '4-(Phosphonooxy)-L-threonine', '4-Phosphooxy-L-threonine']]","[['4-Hydroxy-L-threonine', 'Hydroxythreonine']]","[['thrC', 'threonine synthase']]"
rnR05085,['O-phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase'],"[['O-Phospho-4-hydroxy-L-threonine', '4-(Phosphonooxy)-threonine', '4-(Phosphonooxy)-L-threonine', '4-Phosphooxy-L-threonine']]","[['2-Oxo-3-hydroxy-4-phosphobutanoate', 'alpha-Keto-3-hydroxy-4-phosphobutyrate', '(3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate', '(3R)-3-Hydroxy-2-oxo-4-phosphooxybutanoate']]","[['serC, PSAT1', 'phosphoserine aminotransferase']]"
rnR04210,['4-phospho-D-erythronate:NAD+ 2-oxidoreductase'],"[['4-Phospho-D-erythronate', '4-Phosphoerythronate']]","[['2-Oxo-3-hydroxy-4-phosphobutanoate', 'alpha-Keto-3-hydroxy-4-phosphobutyrate', '(3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate', '(3R)-3-Hydroxy-2-oxo-4-phosphooxybutanoate']]","[['pdxB', 'erythronate-4-phosphate dehydrogenase']]"
rnR01825,['D-erythrose 4-phosphate:NAD+ oxidoreductase'],[['D-Erythrose 4-phosphate']],"[['4-Phospho-D-erythronate', '4-Phosphoerythronate']]","[['epd', 'D-erythrose 4-phosphate dehydrogenase']]"
rnR00278,"[""pyridoxine 5'-phosphate:oxygen oxidoreductase""]","[['Pyridoxine phosphate', ""Pyridoxine 5'-phosphate"", 'Pyridoxine 5-phosphate', ""Pyridoxol 5'-phosphate""]]","[['Pyridoxal phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal 5-phosphate', 'PLP']]","[['pdxH, PNPO', ""pyridoxamine 5'-phosphate oxidase""]]"
rnR00277,"[""pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)""]","[['Pyridoxamine phosphate', ""Pyridoxamine 5'-phosphate"", 'Pyridoxamine 5-phosphate']]","[['Pyridoxal phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal 5-phosphate', 'PLP']]","[['pdxH, PNPO', ""pyridoxamine 5'-phosphate oxidase""]]"
rnR01911,"[""pyridoxine-5'-phosphate phosphohydrolase""]","[['Pyridoxine phosphate', ""Pyridoxine 5'-phosphate"", 'Pyridoxine 5-phosphate', ""Pyridoxol 5'-phosphate""]]","[['Pyridoxine', 'Pyridoxol']]","[['PDXP', 'pyridoxal phosphatase']]"
rnR01909,"[""ATP:pyridoxine 5'-phosphotransferase""]","[['Pyridoxine', 'Pyridoxol']]","[['Pyridoxine phosphate', ""Pyridoxine 5'-phosphate"", 'Pyridoxine 5-phosphate', ""Pyridoxol 5'-phosphate""]]","[['pdxK, pdxY', 'pyridoxine kinase']]"
rnR00173,"[""pyridoxal-5'-phosphate phosphohydrolase""]","[['Pyridoxal phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal 5-phosphate', 'PLP']]",[['Pyridoxal']],"[['PDXP', 'pyridoxal phosphatase']]"
rnR00174,"[""ATP:pyridoxal 5'-phosphotransferase""]",[['Pyridoxal']],"[['Pyridoxal phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal 5-phosphate', 'PLP']]","[['pdxK, pdxY', 'pyridoxine kinase']]"
rnR02494,"[""pyridoxamine-5'-phosphate phosphohydrolase""]","[['Pyridoxamine phosphate', ""Pyridoxamine 5'-phosphate"", 'Pyridoxamine 5-phosphate']]","[['Pyridoxamine', 'PM']]","[['PDXP', 'pyridoxal phosphatase']]"
rnR02493,"[""ATP:pyridoxal 5'-phosphotransferase""]","[['Pyridoxamine', 'PM']]","[['Pyridoxamine phosphate', ""Pyridoxamine 5'-phosphate"", 'Pyridoxamine 5-phosphate']]","[['pdxK, pdxY', 'pyridoxine kinase']]"
rnR01711,['pyridoxine:oxygen oxidoreductase (deaminating)'],"[['Pyridoxine', 'Pyridoxol']]",[['Pyridoxal']],"[['pno', 'pyridoxine 4-oxidase'], ['pdxH, PNPO', ""pyridoxamine 5'-phosphate oxidase""]]"
rnR01708,['pyridoxine:NADP+ 4-oxidoreductase'],"[['Pyridoxine', 'Pyridoxol']]",[['Pyridoxal']],"[['E1.1.1.65', 'pyridoxine 4-dehydrogenase']]"
rnR01712,['pyridoxamine:pyruvate aminotransferase'],"[['Pyridoxamine', 'PM']]",[['Pyridoxal']],"[['ppaT', 'pyridoxamine---pyruvate transaminase']]"
rnR01709,['pyridoxal:oxygen 4-oxidoreductase'],[['Pyridoxal']],"[['4-Pyridoxate', '4-Pyridoxic acid']]","[['AOX', 'aldehyde oxidase']]"
rnR01707,['pyridoxal:NAD+ 4-oxidoreductase'],[['Pyridoxal']],"[['4-Pyridoxolactone', '4-Pyridoxic acid lactone']]","[['pldh', 'pyridoxal 4-dehydrogenase']]"
rnR02992,['4-pyridoxolactone lactonohydrolase'],"[['4-Pyridoxolactone', '4-Pyridoxic acid lactone']]","[['4-Pyridoxate', '4-Pyridoxic acid']]","[['pdla', '4-pyridoxolactonase']]"
rnR03461,"['3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-carboxy-lyase']","[['3-Hydroxy-2-methylpyridine-4,5-dicarboxylate']]",[['3-Hydroxy-2-methylpyridine-5-carboxylate']],"[['K18613', '3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase']]"
rnR01649,"['2-(acetamidomethylene)succinate amidohydrolase (deaminating, decarboxylating)']","[['2-(Acetamidomethylene)succinate', '2-(Acetamidomethylidene)succinate']]","[['Succinate semialdehyde', 'Succinic semialdehyde', '4-Oxobutanoate']]","[['K18614', '2-(acetamidomethylene)succinate hydrolase']]"
rnR01710,['pyridoxamine:oxygen oxidoreductase (deaminating)'],"[['Pyridoxamine', 'PM']]",[['Pyridoxal']],"[['pdxH, PNPO', ""pyridoxamine 5'-phosphate oxidase""]]"
rnR02993,[],"[['4-Pyridoxate', '4-Pyridoxic acid']]","[['2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate', '5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate']]","[['K18611', '4-pyridoxate dehydrogenase']]"
rnR04524,['5-formyl-3-hydroxy-2-methylpyridine-4-carboxylate:NAD+ 5-oxidoreductase'],"[['2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate', '5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate']]","[['3-Hydroxy-2-methylpyridine-4,5-dicarboxylate']]","[['E1.2.1.100', '5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase']]"
