id,name,reactants,products,modifiers
rnR04038,['2-isopentenyl-diphosphate:AMP delta2-isopentenyltransferase'],"[['Dimethylallyl diphosphate', '2-Isopentenyl diphosphate', 'Delta2-Isopentenyl diphosphate', 'Dimethylallyl pyrophosphate', 'DMAPP', 'Monoprenyl diphosphate', 'Prenyl diphosphate'], ['AMP', ""Adenosine 5'-monophosphate"", 'Adenylic acid', 'Adenylate', ""5'-AMP"", ""5'-Adenylic acid"", ""5'-Adenosine monophosphate"", ""Adenosine 5'-phosphate""]]","[[""N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate"", ""N6-(Dimethylallyl)adenosine 5'-phosphate"", 'Isopentenyl-AMP', ""N6-Prenyladenosine 5'-phosphate""]]","[['IPT', 'adenylate dimethylallyltransferase (cytokinin synthase)']]"
rnR08052,"['2-isopentenyl-diphosphate:ADP delta2-isopentenyltransferase', 'dimethylallyl-diphosphate:ADP dimethylallyltransferase']","[['Dimethylallyl diphosphate', '2-Isopentenyl diphosphate', 'Delta2-Isopentenyl diphosphate', 'Dimethylallyl pyrophosphate', 'DMAPP', 'Monoprenyl diphosphate', 'Prenyl diphosphate'], ['ADP', ""Adenosine 5'-diphosphate""]]","[[""Isopentenyladenosine-5'-diphosphate"", 'Isopentenyl-ADP', ""N6-(Dimethylallyl)adenosine 5'-diphosphate"", ""N6-Prenyladenosine 5'-diphosphate""]]","[['IPT', 'adenylate dimethylallyltransferase (cytokinin synthase)']]"
rnR02119,['UDP-D-xylose:zeatin O-beta-D-xylosyltransferase'],"[['Zeatin', 'N6-(4-Hydroxyisopentenyl)adenine', '(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol', 'trans-Zeatin'], ['UDP-D-xylose', 'UDP-xylose', 'UDP-alpha-D-xylose']]","[['O-beta-D-Xylosylzeatin', 'O-beta-D-Xyloxylzeatin'], ['UDP', ""Uridine 5'-diphosphate""]]","[['ZOX1', 'zeatin O-xylosyltransferase']]"
rnR07260,['UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase'],"[['UDP-glucose', 'UDPglucose', 'UDP-D-glucose', 'Uridine diphosphate glucose', 'UDP-alpha-D-glucose'], ['cis-Zeatin', '(Z)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol']]","[['O-beta-D-Glucopyranosyl-cis-zeatin', 'cis-Zeatin-O-glucoside'], ['UDP', ""Uridine 5'-diphosphate""]]","[['CISZOG', 'cis-zeatin O-glucosyltransferase']]"
rnR08076,[],"[['Dihydrozeatin', '2-Methyl-4-(1H-purin-6-ylamino)butan-1-ol', 'N6-(4-Hydroxyisopentanyl)adenine'], ['UDP-glucose', 'UDPglucose', 'UDP-D-glucose', 'Uridine diphosphate glucose', 'UDP-alpha-D-glucose']]","[['UDP', ""Uridine 5'-diphosphate""], ['Dihydrozeatin-O-glucoside']]","[['UGT73C', 'UDP-glucosyltransferase 73C']]"
rnR02118,['UDPglucose:zeatin O-beta-D-glucosyltransferase'],"[['UDP-glucose', 'UDPglucose', 'UDP-D-glucose', 'Uridine diphosphate glucose', 'UDP-alpha-D-glucose'], ['Zeatin', 'N6-(4-Hydroxyisopentenyl)adenine', '(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol', 'trans-Zeatin']]","[['UDP', ""Uridine 5'-diphosphate""], ['O-beta-D-Glucosylzeatin', 'O-beta-D-Glucosyl-trans-zeatin', 'trans-Zeatin-O-glucoside']]","[['ZOG1', 'zeatin O-glucosyltransferase']]"
rnR05708,['N6-dimethylallyladenine:(acceptor) oxidoreductase'],"[['N6-(Delta2-Isopentenyl)-adenine', 'N6-(3-Methylbut-2-enyl)adenine', '6-(gamma,gamma-Dimethylallylamino)purine', 'N6-Dimethylallyladenine', 'N6-Prenyladenine']]","[['3-Methyl-2-butenal', '3-Methylbut-2-enal', '3,3-Dimethyl-acrylaldehyde', 'Senecialdehyde', 'Prenal'], ['Adenine', '6-Aminopurine']]","[['CKX', 'cytokinin dehydrogenase']]"
rnR01122,['delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase'],"[['Dimethylallyl diphosphate', '2-Isopentenyl diphosphate', 'Delta2-Isopentenyl diphosphate', 'Dimethylallyl pyrophosphate', 'DMAPP', 'Monoprenyl diphosphate', 'Prenyl diphosphate'], ['tRNA adenine', 'Adenosine in tRNA']]","[['tRNA containing 6-isopentenyladenosine', 'N6-(3-Methylbut-2-en-1-yl)-adenosine in tRNA', 'N6-(3-Methylbut-2-en-1-yl)-adenine in tRNA', 'N6-Dimethylallyladenine in tRNA']]","[['miaA, TRIT1', 'tRNA dimethylallyltransferase']]"
rnR08055,"[""isopentenyladenosine-5'-monophosphate,NADPH---hemoprotein reductase:oxygen oxidoreductase (trans-zeatin-riboside-monophosphate-forming)""]","[[""N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate"", ""N6-(Dimethylallyl)adenosine 5'-phosphate"", 'Isopentenyl-AMP', ""N6-Prenyladenosine 5'-phosphate""]]",[['trans-Zeatin riboside monophosphate']],"[['CYP735A', 'cytokinin trans-hydroxylase']]"
rnR08054,"[""isopentenyladenosine-5'-diphosphate,NADPH---hemoprotein reductase:oxygen oxidoreductase (trans-zeatin-riboside-diphosphate-forming)""]","[[""Isopentenyladenosine-5'-diphosphate"", 'Isopentenyl-ADP', ""N6-(Dimethylallyl)adenosine 5'-diphosphate"", ""N6-Prenyladenosine 5'-diphosphate""]]",[['trans-Zeatin riboside diphosphate']],"[['CYP735A', 'cytokinin trans-hydroxylase']]"
