id,name,reactants,products,modifiers
rnR08706,['UDP-N-acetyl-D-glucosaminuronate 4-epimerase'],"[['UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate', 'UDP-N-acetyl-D-glucosaminuronate', 'UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate', 'UDP-N-acetyl-alpha-D-glucosaminouronate']]","[['UDP-N-acetyl-D-galactosaminuronic acid', 'UDP-N-acetyl-alpha-D-galactosaminouronate']]",[]
rnR12590,[],"[['UDP-N-acetyl-D-galactosaminuronic acid', 'UDP-N-acetyl-alpha-D-galactosaminouronate']]","[['UDP-2-acetamido-2-deoxy-alpha-D-galacturonamide', 'UDP-GalNAcAN']]",[]
rnR06894,[],"[['UDP-N-acetyl-D-galactosamine', 'UDP-N-acetyl-alpha-D-galactosamine']]","[['UDP-N-acetyl-D-galactosaminuronic acid', 'UDP-N-acetyl-alpha-D-galactosaminouronate']]",[]
rnR00418,['UDP-N-acetyl-D-glucosamine 4-epimerase'],"[['UDP-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetyl-D-glucosamine', 'UDP-N-acetylglucosamine']]","[['UDP-N-acetyl-D-galactosamine', 'UDP-N-acetyl-alpha-D-galactosamine']]",[]
rnR12586,[],"[['UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate', 'UDP-alpha-D-ManNAc3NAcA', 'UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid']]","[['UDP-2,3-dideoxy-2-acetamido-3-acetamidino-alpha-D-mannuronic acid', 'UDP-D-Man(2NAc3NAm)A']]",[]
rnR09600,"['2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate 2-epimerase']","[['UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate', 'UDP-alpha-D-GlcNAc3NAcA', 'UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid']]","[['UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate', 'UDP-alpha-D-ManNAc3NAcA', 'UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid']]",[]
rnR10100,"['acetyl-CoA:UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate 3-N-acetyltransferase']","[['UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate']]","[['UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate', 'UDP-alpha-D-GlcNAc3NAcA', 'UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid']]",[]
rnR10141,"['UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate:2-oxoglutarate aminotransferase']","[['UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate', 'UDP-3-keto-GlcNAcA']]","[['UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate']]",[]
rnR10140,['UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate:NAD+ 3-oxidoreductase'],"[['UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate', 'UDP-N-acetyl-D-glucosaminuronate', 'UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate', 'UDP-N-acetyl-alpha-D-glucosaminouronate']]","[['UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate', 'UDP-3-keto-GlcNAcA']]",[]
rnR00421,['UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase'],"[['UDP-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetyl-D-glucosamine', 'UDP-N-acetylglucosamine']]","[['UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate', 'UDP-N-acetyl-D-glucosaminuronate', 'UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate', 'UDP-N-acetyl-alpha-D-glucosaminouronate']]",[]
rnR12568,[],"[['5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid', 'Di-N-acetyl-8-epilegionaminic acid', ""N,N'-Diacetyl-8-epilegionaminate"", '8eLeg5Ac7Ac']]","[['CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid', 'CMP-di-N-acetyl-8-epilegionaminic acid', ""CMP-N,N'-diacetyl-8-epilegionaminate"", 'CMP-8eLeg5Ac7Ac']]",[]
rnR12565,[],"[['2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose']]","[['5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid', 'Di-N-acetyl-8-epilegionaminic acid', ""N,N'-Diacetyl-8-epilegionaminate"", '8eLeg5Ac7Ac']]",[]
rnR12564,[],"[['UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose']]","[['2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose']]",[]
rnR12563,[],"[['UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose']]","[['UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose']]",[]
rnR12561,[],"[['UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine', 'UDP-2-acetamido-4-amino-2,4,6-trideoxy-beta-L-idose']]","[['UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose']]",[]
rnR04529,"['UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine:2-oxoglutarate aminotransferase']","[['UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylohex-4-ulose', 'UDP-4-keto-6-deoxy-GlcNAc']]","[['UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose', 'UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetylbacillosamine']]",[]
rnR12567,[],"[['2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose']]","[['5-N-Acetyl-7-N-(D-alanyl)-legionaminic acid', 'Leg5Ac7Ala']]",[]
rnR12556,['UDP-N-acetyl-alpha-D-quinovosamine:NADP+ 4-dehydrogenase'],"[['UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylohex-4-ulose', 'UDP-4-keto-6-deoxy-GlcNAc']]","[['UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose', 'UDP-N-acetyl-alpha-D-quinovosamine', 'UDP-N-acetyl-6-deoxy-alpha-D-glucosamine', 'UDP-D-QuiNAc']]",[]
rnR00414,['UDP-N-acetyl-D-glucosamine 2-epimerase'],"[['UDP-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetyl-D-glucosamine', 'UDP-N-acetylglucosamine']]","[['N-Acetyl-D-mannosamine', '2-Acetamido-2-deoxy-D-mannose']]",[]
rnR12559,[],"[['UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose']]","[['2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose']]",[]
rnR10266,['UDP-N-acetyl-alpha-D-glucosamine hydro-lyase'],"[['UDP-N-acetyl-alpha-D-glucosamine', 'UDP-N-acetyl-D-glucosamine', 'UDP-N-acetylglucosamine']]","[['UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose', 'UDP-2-acetamido-2,6-dideoxy-alpha-D-xylohex-4-ulose', 'UDP-4-keto-6-deoxy-GlcNAc']]",[]
rnR01804,"['phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)']","[['N-Acetyl-D-mannosamine', '2-Acetamido-2-deoxy-D-mannose']]","[['N-Acetylneuraminate', 'N-Acetylneuraminic acid', '5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid', 'Neu5Ac']]",[]
rnR12558,[],"[['UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucopyranose', 'UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucose']]","[['UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose']]",[]
rnR09843,['CTP:pseudaminate cytidylyltransferase'],"[['Pseudaminic acid', '5,7-Bis(acetylamino)-3,5,7,9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid', 'Pse5Ac7Ac']]","[['CMP-pseudaminic acid', 'CMP-Pse5Ac7Ac']]",[]
