id,name,reactants,products,modifiers
rnR07827,"['3-chlorocatechol:oxygen 1,2-oxidoreductase (decyclizing)']",[['3-Chlorocatechol']],[['3-Chloro-2-hydroxymuconic semialdehyde']],[]
rnR05287,['chloroacetic acid halidohydrolase'],"[['Chloroacetic acid', 'Chloroethanoic acid']]","[['Glycolate', 'Glycolic acid', 'Hydroxyacetic acid']]",[]
rnR06851,[],"[['Hydroquinone', 'p-Benzenediol', '1,4-Benzenediol', '1,4-Dihydroxybenzene', 'Benzene-1,4-diol', 'Quinol', '4-Hydroxyphenol']]","[['Benzene-1,2,4-triol', 'Hydroxyhydroquinone', '1,2,4-Benzenetriol', '1,2,4-Trihydroxybenzene', 'Hydroxyquinol']]",[]
rnR06838,['4-carboxymethylenebut-2-en-4-olide lactonohydrolase'],[['trans-4-Carboxymethylenebut-2-en-4-olide']],"[['2-Maleylacetate', '4-Oxohex-2-enedioate', 'Maleylacetate']]",[]
rnR06840,"['2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)']","[['2-Chloro-cis,cis-muconate']]",[['trans-4-Carboxymethylenebut-2-en-4-olide']],[]
rnR06839,"['catechol:oxygen 1,2-oxidoreductase']",[['3-Chlorocatechol']],"[['2-Chloro-cis,cis-muconate']]",[]
rnR06857,"['(1R,2R)-3-chlorocyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase']","[['3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene', '(1R,2R)-3-Chlorocyclohexa-3,5-diene-1,2-diol']]",[['3-Chlorocatechol']],[]
rnR06856,"['chlorobenzene,NADH:oxygen oxidoreductase (1,2-hydroxylating)']","[['Chlorobenzene', 'Monochlorobenzene', 'Benzene chloride', 'Phenyl chloride']]","[['3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene', '(1R,2R)-3-Chlorocyclohexa-3,5-diene-1,2-diol']]",[]
rnR06848,['3-oxoadipate:NAD(P)+ oxidoreductase'],"[['2,5-Dichloro-4-oxohex-2-enedioate', '2,5-Dichloro-4-oxohex-2-enedioic acid']]",[['2-Chloro-3-oxoadipate']],[]
rnR06835,['4-carboxymethylenebut-2-en-4-olide lactonohydrolase'],"[['2,5-Dichloro-carboxymethylenebut-2-en-4-olide']]","[['2,5-Dichloro-4-oxohex-2-enedioate', '2,5-Dichloro-4-oxohex-2-enedioic acid']]",[]
rnR06834,"['2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase']","[['2,3,5-Trichloro-cis,cis-muconate', '2,3,5-Trichloro-cis,cis-muconic acid']]","[['2,5-Dichloro-carboxymethylenebut-2-en-4-olide']]",[]
rnR06833,"['catechol:oxygen 1,2-oxidoreductase']","[['3,4,6-Trichlorocatechol']]","[['2,3,5-Trichloro-cis,cis-muconate', '2,3,5-Trichloro-cis,cis-muconic acid']]",[]
rnR06832,"['3,4,6-trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene:NAD+ oxidoreductase']","[['3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene']]","[['3,4,6-Trichlorocatechol']]",[]
rnR06831,"['1,2,4-trichlorobenzene,NADH:oxygen oxidoreductase (1,2-hydroxylating)']","[['1,2,4-Trichlorobenzene', 'Trichlorobenzene A']]","[['3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene']]",[]
rnR05246,[],"[['Hydroquinone', 'p-Benzenediol', '1,4-Benzenediol', '1,4-Dihydroxybenzene', 'Benzene-1,4-diol', 'Quinol', '4-Hydroxyphenol']]","[['cis,cis-4-Hydroxymuconic semialdehyde', '4-Hydroxymuconic semialdehyde']]",[]
rnR05236,['4-hydroxymuconic-semialdehyde:NAD+ oxidoreductase'],"[['cis,cis-4-Hydroxymuconic semialdehyde', '4-Hydroxymuconic semialdehyde']]","[['2-Maleylacetate', '4-Oxohex-2-enedioate', 'Maleylacetate']]",[]
rnR05269,[],"[['2,5-Dichlorohydroquinone', '2,5-Dichloro-1,4-benzenediol']]","[['Chlorohydroquinone', '1,4-Dihydroxyl-2-chlorobenzene', 'Chloroquinol']]",[]
rnR05267,[],"[['Chlorohydroquinone', '1,4-Dihydroxyl-2-chlorobenzene', 'Chloroquinol']]","[['Hydroquinone', 'p-Benzenediol', '1,4-Benzenediol', '1,4-Dihydroxybenzene', 'Benzene-1,4-diol', 'Quinol', '4-Hydroxyphenol']]",[]
rnR05369,"['1,3,4,6-tetrachloro-1,4-cyclohexadiene chlorohydrolase']","[['1,3,4,6-Tetrachloro-1,4-cyclohexadiene']]","[['2,4,5-Trichloro-2,5-cyclohexadiene-1-ol', '1-Hydroxyl-2,4,5-trichloro-2,5-cyclohexadiene']]",[]
rnR05386,['gamma-hexachlorocyclohexane chloride-lyase'],"[['Lindane', 'gamma-Hexachlorocyclohexane', '1,2,3,4,5,6-Hexachlorocyclohexane', 'Benzene hexachloride', 'gamma-BHC']]",[['gamma-Pentachlorocyclohexene']],[]
rnR05370,[],"[['2,4,5-Trichloro-2,5-cyclohexadiene-1-ol', '1-Hydroxyl-2,4,5-trichloro-2,5-cyclohexadiene']]","[['2,5-Dichloro-2,5-cyclohexadiene-1,4-diol', '1,4-Dihydroxyl-2,5-dichloro-2,5-cyclohexadiene']]",[]
rnR05243,"['2,5-dichloro-2,5-cyclohexadiene-1,4-diol:NAD+ oxidoreductase']","[['2,5-Dichloro-2,5-cyclohexadiene-1,4-diol', '1,4-Dihydroxyl-2,5-dichloro-2,5-cyclohexadiene']]","[['2,5-Dichlorohydroquinone', '2,5-Dichloro-1,4-benzenediol']]",[]
